job_title,salary_in_usd,company_size
23,82500,S
23,150000,M
23,75774,L
23,13400,L
23,119059,M
23,2859,S
23,40038,L
23,5679,S
23,90734,L
23,147000,L
23,61467,M
23,37825,L
23,160000,L
23,12901,S
23,90734,L
23,116914,L
23,33808,M
23,56256,L
23,87738,S
23,88654,L
23,135000,L
23,46809,M
23,4000,M
23,103691,L
23,165000,L
23,36643,L
23,115000,L
23,90000,S
23,28399,M
23,130000,L
23,16904,S
23,25532,S
23,77684,M
23,100000,M
23,58000,L
23,20171,L
23,109000,L
23,130000,M
23,90000,M
23,136620,M
23,99360,M
23,117789,M
23,104702,M
23,146000,M
23,123000,M
23,65438,M
23,39263,M
23,165220,M
23,120160,M
23,180000,L
23,120000,L
23,95550,M
23,167000,M
23,123000,M
23,150000,M
23,211500,M
23,138600,M
23,170000,M
23,123000,M
23,215300,L
23,158200,L
23,180000,M
23,71982,M
23,45807,M
23,260000,M
23,180000,M
23,80000,M
23,140400,L
23,215300,L
23,31615,L
23,18442,M
23,104890,M
23,140000,M
23,220000,M
23,140000,M
23,183228,M
23,91614,M
23,185100,M
23,200000,M
23,120000,M
23,230000,M
23,100000,M
23,100000,M
23,35590,L
23,100000,M
23,165000,M
23,52396,L
23,40000,L
23,86703,M
23,48000,S
23,122346,L
23,69336,M
23,135000,L
23,78000,M
23,141300,M
23,102100,M
23,205300,L
23,140400,L
23,176000,M
23,144000,M
23,205300,M
23,140400,M
23,140000,M
23,210000,M
23,140000,M
23,210000,M
23,140000,M
23,210000,M
23,140000,M
23,230000,M
23,150000,M
23,210000,M
23,160000,M
23,130000,M
24,165000,L
25,113476,M
25,200000,L
26,325000,L
26,153667,L
26,168000,S
26,130026,M
26,250000,L
26,141846,L
26,196979,L
27,54957,M
27,54957,M
28,61896,L
29,450000,L
29,100000,L
30,235000,L
30,230000,L
30,102839,L
30,200000,M
30,32974,S
31,85000,M
31,110000,S
31,224000,M
31,167875,M
32,79039,L
33,87000,L
33,170000,L
33,19609,L
34,125000,S
34,56000,M
34,276000,L
34,103160,S
34,160000,S
34,118187,S
35,190000,S
35,115000,L
35,40570,L
36,87932,M
37,100000,S
37,78791,M
37,78791,M
38,150000,L
38,43331,M
38,250000,L
38,138000,S
38,45618,S
38,47282,S
38,94564,L
38,20000,S
38,82744,M
38,125000,S
38,81000,S
38,74000,S
38,21844,M
38,24342,L
38,200000,L
38,24823,L
38,24823,M
38,88654,M
38,46597,L
38,185000,L
38,66265,L
38,85000,S
38,51064,L
38,189650,M
38,164996,M
38,37300,L
38,124333,M
38,98158,M
38,87932,M
38,189650,M
38,164996,M
38,120000,S
38,220000,M
38,120000,S
38,65000,S
38,120000,M
38,62651,L
38,87425,L
38,71444,S
38,214000,M
38,192600,M
39,50180,M
39,195000,M
39,58255,L
40,117104,L
41,260000,S
41,225000,L
41,120000,S
41,12000,M
41,225000,L
41,160000,L
41,112300,L
41,153000,M
42,88654,L
43,15966,S
43,270000,L
43,63711,S
43,77364,S
43,256000,S
43,21983,L
44,37236,L
45,170000,M
45,75000,S
46,200000,M
46,185000,L
46,600000,L
47,148261,M
47,151000,L
47,220000,L
47,235000,L
47,416000,S
47,173762,M
47,162674,M
48,20000,S
48,6072,L
49,42000,L
49,450000,M
49,82528,L
49,187442,L
49,62649,M
49,60757,L
49,96113,L
49,50000,S
49,56738,S
49,63810,M
49,100000,L
49,69999,L
49,144000,L
49,93427,L
49,64849,L
49,120000,L
50,105000,M
